legacy_id,legacy_base_id,name,description,retail_price,pet_type,product_type,age,unit,size,flavour,image_urls,is_active,created_at,updated_at,stock_quantity,thumbnail_url,default_rating,is_featured,label,row_index
"175","165","Felix Sardine 85g*12","A high-quality meal designed for cats with sardine (85g) supports daily nutrition.","3.500","cat","food",,"g","85","sardine",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/175.jpeg","4.1","false","Food","143"
"176","165","Felix Mackerel 85g*12","A wholesome nutrition made for cats with mackerel (85g) ideal for everyday feeding.","3.500","cat","food",,"g","85","mackerel",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/176.jpeg","3.8","false","Food","391"
"177","165","Felix Chicken & Spinach 85g*12","A high-quality food formulated for cats with chicken (85g) helps maintain overall health.","3.500","cat","food",,"g","85","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/177.jpeg","4.0","false","Food","62"
"178","165","Felix Tuna & Spinach 85g*12","A high-quality nutrition made for cats with tuna (85g) helps maintain overall health.","3.500","cat","food",,"g","85","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/178.jpeg","3.8","false","Food","625"
"179","165","Felix Salmon & Tomato 85g*12","A wholesome food formulated for cats with salmon (85g) supports daily nutrition.","3.500","cat","food",,"g","85","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/179.jpeg","4.2","false","Food","592"
"180","180","Canifors Kitten Pate 100g","A high-quality nutrition made for kittens (100g) supports daily nutrition.","0.400","cat","food","kitten","g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/180.png","4.1","false","Food","716"
"181","180","Canifors Pate With Chicken 100g","A high-quality food formulated for cats with chicken (100g) ideal for everyday feeding.","0.400","cat","food",,"g","100","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/508b183a-90e3-47b7-872a-e38110fb9e6e/thumbnail-1766665580631.jpg","3.8","true","Food","605"
"182","180","Canifors Pate With Beef 100g","A high-quality nutrition made for cats with beef (100g) ideal for everyday feeding.","0.400","cat","food",,"g","100","beef",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/182.png","4.6","false","Food","516"
"183","180","Canifors Pate With Salmon 100g","A wholesome nutrition made for cats with salmon (100g) ideal for everyday feeding.","0.400","cat","food",,"g","100","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/183.png","4.0","false","Food","571"
"184","180","Canifors Pate With Game 100g","A wholesome food formulated for cats with game (100g) ideal for everyday feeding.","0.400","cat","food",,"g","100","game",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/184.png","4.0","false","Food","195"
"185","180","Canifors Kitten 1.5kg","A balanced food formulated for kittens (1.5kg) helps maintain overall health.","3.500","cat","food","kitten","kg","1.5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/fb85c84a-2269-44cc-8b3a-2bc9a5ca4d56/thumbnail-1766667960828.jpg","4.1","true","Food","119"
"186","180","Canifors Adult 2kg","A balanced nutrition made for adult pets (2kg) supports daily nutrition.","4.000","cat","food","adult","kg","2",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/a2de7580-5ece-4ed2-abe4-122b591384fa/thumbnail-1766668107762.jpg","4.8","true","Food","551"
"187","187","Pramy Carnivore Chicken with Kanikama in Jelly 70g*12","A nutritious food formulated for cats with chicken (70g) helps maintain overall health.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/166fd150-2fa2-49ec-8987-a48913ddaf75/thumbnail-1766668464955.png","4.4","true","Food","804"
"188","187","Pramy Carnivore Chicken with Shrimp in Jelly 70g*12","A wholesome meal designed for cats with chicken (70g) supports daily nutrition.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/188.jpeg","4.1","false","Food","566"
"189","187","Pramy Carnivore Tuna in Gravy 70g*12","A balanced meal designed for cats with tuna (70g) helps maintain overall health.","3.500","cat","food",,"g","70","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/189.jpeg","4.1","false","Food","203"
"190","187","Pramy Carnivore Chicken with Salmon in Gravy 70g*12","A nutritious nutrition made for cats with chicken (70g) supports daily nutrition.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/190.jpeg","4.4","false","Food","776"
"191","187","Pramy Carnivore Chicken in Gravy 70g*12","A wholesome food formulated for cats with chicken (70g) supports daily nutrition.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/191.jpeg","4.5","false","Food","237"
"192","187","Pramy Carnivore Tuna with Chicken in Gravy 70g*12","A wholesome nutrition made for cats with chicken (70g) helps maintain overall health.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/192.jpeg","3.5","false","Food","215"
"193","187","Pramy Immunity Chicken Topping Pumpkin & Carrot In Gravy 70g*12","A balanced food formulated for cats with chicken (70g) ideal for everyday feeding.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/193.jpeg","4.5","false","Food","554"
"194","187","Pramy Muscle Chicken Topping Tuna In Gravy 70g*12","A high-quality food formulated for cats with chicken (70g) ideal for everyday feeding.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/194.jpeg","4.7","false","Food","585"
"195","187","Pramy Indoor Tuna topping Kanikama In Gravy 70g*12","A balanced meal designed for adult pets with tuna (70g) ideal for everyday feeding.","3.500","cat","food","adult","g","70","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/195.jpeg","3.8","false","Food","318"
"196","187","Pramy Bone & Joint Tuna Topping Chicken In Shirasu In Gravy 70g*12","A nutritious nutrition made for cats with chicken (70g) supports daily nutrition.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/196.jpeg","4.4","false","Food","47"
"197","187","Pramy Beauty Tuna Topping Chicken In Gravy 70g*12","A nutritious food formulated for cats with chicken (70g) supports daily nutrition.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/197.jpeg","3.7","false","Food","290"
"198","187","Pramy Balance Tuna in Gravy 70g*12","A balanced nutrition made for cats with tuna (70g) helps maintain overall health.","3.500","cat","food",,"g","70","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/198.jpeg","4.3","false","Food","193"
"199","187","Pramy Calming Chicken Topping Salmon In Jelly 70g*12","A nutritious nutrition made for cats with chicken (70g) ideal for everyday feeding.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/199.jpeg","4.4","false","Food","602"
"200","187","Pramy Omega Plus Chicken Topping Cheese In Jelly 70g*12","A high-quality nutrition made for cats with chicken (70g) helps maintain overall health.","3.500","cat","food",,"g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/200.jpeg","4.6","false","Food","507"
"201","187","Pramy Skin & Coat Tuna Topping Shrimp and Scallop In Jelly 70g*12","A balanced meal designed for cats with tuna (70g) ideal for everyday feeding.","3.500","cat","food",,"g","70","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/201.jpeg","3.5","false","Food","381"
"202","187","Pramy Hairball Tuna Topping Chicken In Jelly 70g*12","A balanced meal designed for adult pets with chicken (70g) helps maintain overall health.","3.500","cat","food","adult","g","70","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/202.jpeg","4.5","false","Food","679"
"203","187","Pramy Maintenance Tuna In Jelly 70g*12","A wholesome nutrition made for cats with tuna (70g) supports daily nutrition.","3.500","cat","food",,"g","70","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/203.jpeg","4.3","false","Food","268"
"204","187","Pramy Sterilized Tuna Topping Salmon In Jelly 70g*12","A nutritious nutrition made for adult pets with tuna (70g) ideal for everyday feeding.","3.500","cat","food","adult","g","70","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/204.jpeg","4.7","false","Food","375"
"205","205","Bioline Salmon Oil 250ml","A balanced food formulated for cats with salmon (250ml) helps maintain overall health.","4.500","cat","food",,"ml","250","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/205.jpeg","3.9","false","Food","588"
"206","206","Beapher Salmon Oil 430ml","A wholesome food formulated for cats with salmon (430ml) helps maintain overall health.","7.000","cat","food",,"ml","430","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/206.jpeg","4.3","false","Food","403"
"207","207","Clean + 5L Lavender","A gentle hygiene solution for cats (5liter) keeps pets clean and fresh.","1.500","cat","grooming",,"liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/207.png","4.9","false","Litter","276"
"208","207","Clean + 5L Lemon","A gentle grooming product for cats (5liter) supports coat and skin care.","1.500","cat","grooming",,"liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/208.jpeg","3.9","false","Litter","796"
"209","207","Clean + 5L Apple","A gentle grooming product for cats (5liter) keeps pets clean and fresh.","1.500","cat","grooming",,"liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/209.png","3.7","false","Litter","378"
"210","207","Clean + 5L Coffee","A gentle hygiene solution for cats (5liter) keeps pets clean and fresh.","1.500","cat","grooming",,"liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/210.jpeg","4.3","false","Litter","39"
"211","207","Clean + 5L Baby Powder","A gentle hygiene solution for cats (5liter) supports coat and skin care.","1.500","cat","grooming",,"liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/211.png","4.9","false","Litter","567"
"212","207","Clean + 10L Lavender","A reliable hygiene solution for cats (10liter) keeps pets clean and fresh.","2.500","cat","grooming",,"liter","10",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/212.jpeg","4.2","false","Litter","273"
"213","207","Clean + 10L Lemon","A gentle grooming product for cats (10liter) supports coat and skin care.","2.500","cat","grooming",,"liter","10",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/213.jpeg","4.8","false","Litter","575"
"214","207","Clean + 10L Apple","A reliable grooming product for cats (10liter) keeps pets clean and fresh.","2.500","cat","grooming",,"liter","10",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/214.jpeg","4.8","false","Litter","651"
"215","207","Clean + 10L Coffee","A premium hygiene solution for cats (10liter) keeps pets clean and fresh.","2.500","cat","grooming",,"liter","10",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/215.jpeg","3.9","false","Litter","370"
"216","207","Clean + 10L Baby Powder","A reliable hygiene solution for cats (10liter) supports coat and skin care.","2.500","cat","grooming",,"liter","10",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/216.jpeg","3.9","false","Litter","356"
"217","207","Clean + 25L Lavender","A gentle grooming product for cats (25liter) keeps pets clean and fresh.","4.500","cat","grooming",,"liter","25",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/217.jpeg","4.7","false","Litter","730"
"218","207","Clean + 25L Lemon","A gentle hygiene solution for cats (25liter) keeps pets clean and fresh.","4.500","cat","grooming",,"liter","25",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/218.jpeg","3.6","false","Litter","414"
"219","207","Clean + 25L Apple","A reliable grooming product for cats (25liter) supports coat and skin care.","4.500","cat","grooming",,"liter","25",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/219.jpeg","4.5","false","Litter","317"
"220","207","Clean + 25L Coffee","A reliable grooming product for cats (25liter) keeps pets clean and fresh.","4.500","cat","grooming",,"liter","25",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/220.png","4.4","false","Litter","451"
"221","207","Clean + 25L Baby Powder","A gentle grooming product for cats (25liter) supports coat and skin care.","4.500","cat","grooming",,"liter","25",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/221.jpeg","4.0","false","Litter","419"
"222","222","Cat & Kitten 5L Lavender","A gentle grooming product for kittens (5liter) keeps pets clean and fresh.","1.500","cat","grooming","kitten","liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/222.png","4.3","false","Litter","200"
"223","222","Cat & Kitten 5L Apple","A premium hygiene solution for kittens (5liter) supports coat and skin care.","1.500","cat","grooming","kitten","liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/223.png","4.8","false","Litter","781"
"224","224","Tofu Original 2.5kg","A gentle grooming product for cats (2.5kg) keeps pets clean and fresh.","2.000","cat","grooming",,"kg","2.5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/224.png","3.8","false","Litter","484"
"225","224","Tofu Green Tea 2.5kg","A gentle grooming product for cats (2.5kg) keeps pets clean and fresh.","2.000","cat","grooming",,"kg","2.5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/225.png","4.6","false","Litter","543"
"226","226","Crystal 5L","A reliable grooming product for cats (5liter) keeps pets clean and fresh.","3.000","cat","grooming",,"liter","5",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/226.png","4.6","false","Litter","620"
"227","227","IdealCat Crystal 12L","A gentle hygiene solution for cats (12liter) keeps pets clean and fresh.","11.000","cat","grooming",,"liter","12",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/227.png","4.7","false","Litter","354"
"228","205","Bioline Catnip Spray 50ml","A rewarding treat suitable for cats (50ml) perfect for occasional rewards.","1.500","cat","treats",,"ml","50",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/228.jpeg","4.5","false","Catnip","435"
"229","205","Bioline Catnip 20g","A rewarding treat suitable for cats (20g) perfect for occasional rewards.","2.800","cat","treats",,"g","20",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/229.jpeg","3.6","false","Catnip","389"
"230","205","Bioline Pet Mik 220ml","A wholesome meal designed for cats (220ml) helps maintain overall health.","2.000","cat","food",,"ml","220",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/230.png","4.4","false","Pet Milk","382"
"231","205","Bioline Goat Milk 200g","A balanced meal designed for cats with milk (200g) helps maintain overall health.","6.500","cat","food",,"g","200","milk",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/231.jpeg","4.2","false","Pet Milk","341"
"232","232","Verse Laga Pet Milk 400g","A wholesome meal designed for cats with milk (400g) helps maintain overall health.","9.500","cat","food",,"g","400","milk",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/232.png","4.7","false","Pet Milk","344"
"233","206","Beapher Cat Deodoriser Ocean Breeze 400g","A gentle grooming product for cats (400g) supports coat and skin care.","3.500","cat","grooming",,"g","400","ocean_fish",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/233.png","4.8","false","Deodoriser","420"
"234","206","Beapher Cat Deodoriser Vanilla & Melon 400g","A premium hygiene solution for cats (400g) keeps pets clean and fresh.","3.500","cat","grooming",,"g","400",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/234.jpeg","4.9","false","Deodoriser","450"
"235","206","Beapher Cat Deodoriser Bloemen Floral 400g","A gentle hygiene solution for cats (400g) keeps pets clean and fresh.","3.500","cat","grooming",,"g","400",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/235.jpeg","3.7","false","Deodoriser","644"
"236","205","Bioline Deodoriser 425g","A gentle grooming product for cats (425g) keeps pets clean and fresh.","3.500","cat","grooming",,"g","425",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/236.jpeg","3.9","false","Deodoriser","645"
"237","205","Bioline Pet Perfume 10ml - 15Pcs/Box","A premium grooming product for cats (10ml) keeps pets clean and fresh.","22.500","cat","grooming",,"ml","10",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/237.jpeg","4.7","false","Perfumes","549"
"238","238","Groom Professional Diva 100ml","A premium hygiene solution for cats (100ml) supports coat and skin care.","4.500","cat","grooming",,"ml","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/238.jpeg","4.9","false","Perfumes","501"
"239","238","Groom Professional Duke 100ml","A reliable hygiene solution for cats (100ml) keeps pets clean and fresh.","4.500","cat","grooming",,"ml","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/239.jpeg","4.8","false","Perfumes","395"
"240","238","Groom Professional Fruit Punch 100ml","A premium hygiene solution for cats (100ml) supports coat and skin care.","4.500","cat","grooming",,"ml","100","fruit",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/240.jpeg","3.9","false","Perfumes","648"
"241","238","Groom Professional Lavender 100ml","A gentle hygiene solution for cats (100ml) keeps pets clean and fresh.","4.500","cat","grooming",,"ml","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/241.jpeg","4.7","false","Perfumes","470"
"242","238","Groom Professional Original 100ml","A premium hygiene solution for cats (100ml) supports coat and skin care.","4.500","cat","grooming",,"ml","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/242.jpeg","3.7","false","Perfumes","14"
"243","238","Groom Professional Prince 100ml","A gentle hygiene solution for cats (100ml) supports coat and skin care.","4.500","cat","grooming",,"ml","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/243.jpeg","4.5","false","Perfumes","677"
"244","238","Groom Professional Princess 100ml","A premium grooming product for cats (100ml) supports coat and skin care.","4.500","cat","grooming",,"ml","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/244.jpeg","4.6","false","Perfumes","260"
"245","205","Bioline Deshedding Shampoo 200ml","A gentle hygiene solution for cats (200ml) keeps pets clean and fresh.","2.800","cat","grooming",,"ml","200",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/245.jpeg","3.8","false","Shampoo","700"
"246","205","Bioline Insect Repellant Shampoo 200ml","A reliable hygiene solution for cats (200ml) keeps pets clean and fresh.","2.800","cat","grooming",,"ml","200",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/246.jpeg","3.9","false","Shampoo","426"
"247","205","Bioline Kitten Shampoo 200ml","A gentle grooming product for kittens (200ml) supports coat and skin care.","2.800","cat","grooming","kitten","ml","200",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/247.jpeg","4.4","false","Shampoo","630"
"248","205","Bioline MultiColoured Hair  Shampoo 200ml","A premium grooming product for cats (200ml) keeps pets clean and fresh.","2.800","cat","grooming",,"ml","200",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/248.jpeg","4.5","false","Shampoo","506"
"249","205","Bioline White Coat Shampoo 200ml","A gentle grooming product for cats (200ml) supports coat and skin care.","2.800","cat","grooming",,"ml","200",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/249.jpeg","4.2","false","Shampoo","258"
"250","205","Bioline Cat Shampoo 250ml","A premium grooming product for cats (250ml) supports coat and skin care.","3.500","cat","grooming",,"ml","250",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/250.jpeg","3.6","false","Shampoo","539"
"251","205","Bioline Glossy Coat Shampoo 250ml","A premium hygiene solution for cats (250ml) keeps pets clean and fresh.","3.500","cat","grooming",,"ml","250",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/251.jpeg","4.3","false","Shampoo","477"
"252","205","Bioline Long Hair Shampoo 250ml","A premium grooming product for cats (250ml) keeps pets clean and fresh.","3.500","cat","grooming",,"ml","250",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/252.jpeg","3.8","false","Shampoo","312"
"253","253","Padovan Charmy 7 Shampoo 250ml","A gentle hygiene solution for cats (250ml) keeps pets clean and fresh.","3.000","cat","grooming",,"ml","250",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/253.jpeg","4.3","false","Shampoo","411"
"254","254","Mikki Cat & Kitten Shampoo 250ml","A premium grooming product for kittens (250ml) supports coat and skin care.","3.000","cat","grooming","kitten","ml","250",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/254.png","3.8","false","Shampoo","531"
"255","206","Beapher Shampoo 250ml","A premium grooming product for cats (250ml) supports coat and skin care.","3.500","cat","grooming",,"ml","250",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/255.jpeg","4.7","false","Shampoo","457"
"256","205","Bioline Dry Clean Shampoo 100g","A gentle grooming product for cats (100g) supports coat and skin care.","3.000","cat","grooming",,"g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/256.jpeg","4.6","false","Shampoo","180"
"257","206","Beapher Multi-Vit 20ml","A trusted wellness product for cats (20ml) supports overall wellbeing.","4.000","cat","health",,"ml","20",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/257.jpeg","4.8","false","Vitamin","424"
"258","206","Beapher Top 10 Tablets","An effective wellness product for cats helps maintain good health.","4.500","cat","health",,"piece",,,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/258.jpeg","3.8","false","Vitamin","607"
"259","206","Beapher Junior Paste 100g","A trusted wellness product for kittens (100g) helps maintain good health.","3.500","cat","health","kitten","g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/259.png","4.2","false","Vitamin","40"
"260","206","Beapher Malt Paste 100g","A trusted health solution for cats (100g) supports overall wellbeing.","3.500","cat","health",,"g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/260.png","3.5","false","Vitamin","79"
"261","206","Beapher Multi Vitamin Paste 100g","A gentle health solution for cats (100g) supports overall wellbeing.","3.500","cat","health",,"g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/261.png","4.8","false","Vitamin","594"
"262","262","Energy Kitten Paste 100g","A trusted wellness product for kittens (100g) helps maintain good health.","2.500","cat","health","kitten","g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/262.jpeg","3.8","false","Vitamin","460"
"263","262","Energy Malt Paste 100g","A gentle health solution for cats (100g) supports overall wellbeing.","2.500","cat","health",,"g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/263.jpeg","3.7","false","Vitamin","663"
"264","262","Energy Multi Paste 100g","An effective health solution for cats (100g) helps maintain good health.","2.500","cat","health",,"g","100",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/264.jpeg","4.0","false","Vitamin","431"
"265","205","Bioline Probiotics 3g*10","A trusted wellness product for cats (3g) helps maintain good health.","3.000","cat","health",,"g","3",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/265.jpeg","4.1","false","Vitamin","322"
"266","205","Bioline Calming Spray 120ml","A reliable hygiene solution for cats (120ml) keeps pets clean and fresh.","4.500","cat","grooming",,"ml","120",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/266.jpeg","4.2","false","Grooming","387"
